244.721587974,244.629039305,224.656820518,214.529128121,59866.0069635
121.014475943,205.652985023,96.2770949672,64.2253862626,24886.9882086
67.4244942968,86.6819821897,71.5704383694,150.181962957,5844.48881378
149.960544089,135.124345176,106.689977301,68.0608744537,20263.3203222
96.4753733494,178.557973244,49.0081835556,48.9724763186,17226.4471332
193.489414961,130.044169955,191.847963671,121.428824063,25162.1703637
73.0526367965,227.226688493,70.5074215481,216.894831292,16599.5087449
140.260882223,198.799006906,125.739531819,192.200927479,27883.7240937
170.839492362,181.184445298,50.9637862803,123.110446162,30953.4586586
22.1347553595,238.97101481,34.3638339736,163.067709956,5289.56495082
181.60618873,93.0650752723,23.7574370146,0.878932949562,16901.1936241
21.3411200813,6.07915281187,29.4151629403,16.4688978486,129.735930151
134.387416843,60.1078583049,108.432906774,226.847822699,8077.73980954
139.246654444,90.3354336454,227.65701031,155.273259046,12578.9069129
139.938706905,228.738119414,41.4243997811,191.509802512,32009.3166506
52.4420528146,155.671513811,154.922797912,97.8411445793,8163.73374901
190.349265543,148.988391029,70.9282828329,74.5886129454,28359.8308068
152.086386317,241.408346519,33.0768120425,202.181592589,36714.9230489
247.444789535,69.3669589443,104.93640639,180.83289751,17164.4925567
177.621577725,65.9553761797,232.069889815,142.057378733,11715.0979765
94.6087558807,2.96458252634,145.920273599,151.56105012,280.475464523
207.467160957,191.763186704,54.6188515737,125.498863102,39784.5639214
91.7512114069,161.676218423,194.732628586,138.666967642,14833.988896
229.719672682,127.022450888,86.3615888752,142.602113594,29179.5558413
24.453376493,150.889614472,110.222616993,84.8286693135,3689.76055156
125.24606768,206.427035276,165.225283966,125.434069257,25854.1744312
136.434415636,231.592016659,150.033391626,33.8970434331,31597.1214589
207.347678137,144.28263518,152.966219059,44.9816035376,29916.6694001
252.699930054,24.2578436489,63.5036778943,159.417275556,6129.95539332
142.900916983,129.602316042,61.456865756,10.1543877709,18520.2898056
136.256410132,187.796967517,72.9175770876,95.0973884785,25588.5406275
147.4270689,207.303077241,3.63940356685,71.7326917429,30562.0850515
169.92956065,177.709418914,243.327589413,88.633103174,30198.0834794
81.3456957137,218.850875599,126.535082438,162.15533884,17802.5767332
11.7400900415,77.662334801,57.3698968317,199.099279718,911.762803399
241.71452888,176.343217866,112.270653285,92.4370557739,42624.7178276
2.53038037407,224.931808867,140.67907526,239.605962572,569.163034661
113.284591847,230.818888104,176.493832703,64.1241030791,26148.2235295
231.25146096,1.5376136606,205.894416196,190.221659492,355.575405405
232.574125787,6.07757242754,140.715250395,209.664856251,1413.48609424
208.759164598,91.3564773672,69.4067544335,33.9654223814,19071.5018958
83.6953920065,190.444796611,46.1715356631,253.898304907,15939.351908
11.37556597,222.169239357,186.695576827,247.012943025,2527.30083882
2.72412602498,94.9651804634,101.014900697,53.1947854326,258.697119567
159.211304228,180.91546939,189.565424648,21.2443143721,28803.7878367
40.3842976332,199.252603264,219.837550122,169.78878464,8046.6764344
179.253342193,3.97150965599,192.424921583,79.0186304712,711.906379391
249.788139547,237.164197848,197.377762709,190.07602145,59240.8037474
98.1198146044,53.5339221052,5.76324562588,34.4118416578,5252.738512
57.2768865184,251.581418823,153.678053714,145.200608346,14409.8003761
26.4255264105,29.6999386377,20.7599579854,36.3799171174,784.836512859
140.164604237,219.480991137,226.619721943,178.437519653,30763.4662602
14.4147763245,244.027488805,178.720844206,244.758949741,3517.60166816
70.7047981318,60.826356642,134.225804229,207.498984891,4300.71526746
71.6080432481,55.3353227027,47.5451136665,101.256430368,3962.45418124
194.333596986,180.734740167,15.33433378,40.9321029736,35122.8321571
22.5245170407,155.387249733,185.810228343,227.035423046,3500.02275451
143.144243865,238.551965171,180.822503413,226.456913196,34147.340677
85.7644674235,223.43136303,138.455435335,161.449005084,19162.471856
251.366306819,195.797659081,237.05825137,12.7887316791,49216.9344469
39.7935689463,141.301811756,191.015032039,199.138788656,5622.90338836
88.0125912656,164.079662328,126.962558425,145.615290954,14441.0762555
233.67143299,69.2172167009,20.3919289167,211.573313766,16174.0862141
87.140740978,213.927861224,114.552036274,174.119642827,18641.8323429
103.543841509,62.6698714733,83.0112703609,87.0801791179,6489.07923923
240.043120243,180.902649859,29.2760757128,196.45756626,43424.4365324
240.377869053,45.1384348155,169.502265751,142.292088473,10850.2807733
62.6837756249,150.081539532,10.1180411246,94.7159116066,9407.67754948
128.795141619,142.008536132,71.1919430466,142.125299433,18290.0095222
242.343934454,222.023995901,136.599715283,221.752041611,53806.1687099
249.289465432,61.8230656598,5.61612773712,197.105086689,15411.8389897
43.695563847,64.0391991142,82.8327972989,130.940100147,2798.2289136
217.92822756,113.817936692,112.752249335,67.4225470345,24804.1412078
67.9691087887,210.566635299,97.557141579,224.420455877,14312.0265419
239.39643454,149.32159552,150.615833163,118.111595247,35747.0575674
124.771410473,183.693034445,83.1505582946,45.8832170914,22919.6390017
101.431693585,13.8941519299,64.010312563,118.258660154,1409.30736117
104.707172784,160.271418034,214.402485876,0.99508478372,16781.5670604
63.706667321,38.83981822,62.2952528099,127.637140349,2474.35537815
114.532821782,82.2626207351,186.755764098,137.350949168,9421.77007995
247.542769257,85.5243950166,100.621142544,172.570261808,21170.9455814
170.888781247,56.1734049046,221.689868996,79.1465938719,9599.40470264
124.590469716,93.5663620779,164.86168885,202.583957374,11657.4770009
76.4991019874,61.8887247231,252.392509598,61.6965647063,4734.43186446
214.870438286,196.100117273,25.7252087318,36.9095743134,42136.1181463
213.046533495,158.578312336,38.4877737131,82.2186643904,33784.5597306
204.176839056,76.3751833404,133.148071378,125.140354114,15594.0435167
93.2884897839,220.12516001,180.37395293,76.2094111927,20535.1437408
48.0448622876,111.302088455,145.9230669,115.702672489,5347.49351216
181.764436631,167.294999707,23.7596716658,31.0836792814,30408.281373
210.575173429,25.0979704521,67.2179665864,188.036230768,5285.00948067
25.9653012953,181.525381653,51.3305193056,245.426102354,4713.36122737
46.8499969783,23.1522251672,121.936001883,219.069108599,1084.68167912
192.246199656,47.6350776429,177.048958782,54.2112387746,9157.66264716
131.89744736,120.959010313,30.3238385335,125.033605968,15954.1846955
95.7916935702,156.063443797,93.3185633226,162.967146327,14949.5815857
140.736678049,230.916661901,251.718306709,218.816207089,32498.4439021
47.6511633085,254.753612367,173.557649686,32.2666381576,12139.3059863
230.309384448,121.076577931,100.852266079,240.206242088,27885.0721343
65.5677897857,152.33681443,213.065997519,18.4776893928,9988.38822515
44.7953868044,154.097678497,199.20619729,181.71274596,6902.86511391
115.069491889,20.0303321168,0.863592201877,13.6897401844,2304.88013905
211.067772663,35.6622489297,220.756620105,104.321737117,7527.15144975
129.120312309,176.804760487,150.665073607,136.124232851,22829.0858917
190.043609595,103.402816083,66.3500061482,197.526493671,19651.0444106
166.475838727,80.0139606473,198.341900315,219.820930617,13320.3912086
197.358383171,202.470740036,138.105320728,146.074129696,39959.2978931
188.443335731,126.881311124,9.01263426004,116.90286658,23909.9375101
128.210606873,176.783443631,241.971933432,70.8553263442,22665.512593
124.804733799,74.2806094734,163.033693421,226.564706796,9270.57169174
144.59771232,170.064184446,21.9674498569,135.61809626,24590.8920185
240.948811173,0.274770711056,100.415297979,91.3421372679,66.205676174
160.793763949,198.253221496,134.988750978,150.03128454,31877.8816994
